,budget,genres,popularity,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,Number_Genres
2505,0,War,1.3262639999999999,Alliance Atlantis Communications,2002-05-20,0,115.0,Ararat,5.7,16,2
2506,0,Action,0.212108,,2001-01-23,0,99.0,Madison,5.3,3,3
2507,15500000,Mystery,6.630856,Sidney Kimmel Entertainment,2005-09-12,1237615,93.0,Slow Burn,5.5,16,4
2508,15300000,Drama,18.209570000000003,Canal Plus,2001-10-31,0,94.0,Wasabi,6.2,283,3
2509,15500000,Comedy,17.327279,Universal Pictures,2006-03-31,0,95.0,Slither,6.3,317,3
2510,15000000,Action,29.843818,Paramount Pictures,1984-11-29,316360478,105.0,Beverly Hills Cop,6.8,961,3
2511,18000000,Comedy,2.186927,Twentieth Century Fox Film Corporation,1990-11-09,476684675,103.0,Home Alone,7.1,2414,2
2512,0,Family,12.335827,Touchstone Pictures,1987-11-27,0,102.0,Three Men and a Baby,5.8,253,3
2513,21000000,Comedy,20.818567,Columbia Pictures Corporation,1982-12-16,177200000,116.0,Tootsie,6.9,421,2
2514,15000000,Action,58.900647,Paramount Pictures,1986-05-16,356830601,110.0,Top Gun,6.7,1698,3
2515,17000000,Adventure,45.742253999999996,Sony Pictures Classics,2000-10-01,213525736,120.0,"Crouching Tiger, Hidden Dragon",7.2,927,4
2516,15000000,Drama,80.87860500000001,DreamWorks SKG,1999-09-15,356296601,122.0,American Beauty,7.9,3313,1
2517,15000000,Drama,54.053576,The Weinstein Company,2010-09-06,414211549,118.0,The King's Speech,7.6,2752,2
2518,15000000,Comedy,17.638285999999997,Universal Pictures,1988-12-09,216614388,107.0,Twins,5.7,559,1
2519,15000000,Drama,3.803495,area japan,2008-12-17,317000,102.0,The Yellow Handkerchief,6.4,52,2
2520,15000000,Drama,17.571533,Amblin Entertainment,1985-12-18,146292009,154.0,The Color Purple,7.7,338,1
2521,16000000,Action,4.628525,Polygon Entertainment,2009-06-06,11301649,120.0,Tidal Wave,6.5,48,4
2522,14000000,History,145.364591,Black Bear Pictures,2014-11-14,233555708,113.0,The Imitation Game,8.0,5723,4
2523,0,Comedy,12.18838,Warner Bros.,1980-10-06,0,109.0,Private Benjamin,6.0,102,1
2524,15000000,Drama,3.826685,Universal Pictures,1980-03-07,67182787,125.0,Coal Miner's Daughter,7.2,67,2
2525,15000000,Comedy,21.095489,Dune Entertainment,2010-03-19,75700498,92.0,Diary of a Wimpy Kid,5.9,355,2
2526,15000000,Horror,47.455148,Universal Pictures,2013-01-17,146497771,100.0,Mama,6.0,1401,1
2527,15000000,Comedy,22.838834,Warner Bros.,1983-07-28,61399552,98.0,National Lampoon's Vacation,7.1,410,3
2528,15000000,Comedy,27.165221999999996,Paramount Pictures,2013-10-22,151831537,92.0,Bad Grandpa,6.0,680,1
2529,15000000,Drama,19.113278,BIM Distribuzione,2006-09-15,123384128,103.0,The Queen,6.8,338,1
2530,15000000,Fantasy,58.553213,"Geffen Company, The",1988-02-29,73326666,92.0,Beetlejuice,7.1,1444,2
2531,15000000,Comedy,2.005111,Lions Gate Films,2007-10-12,55184721,113.0,Why Did I Get Married?,6.1,33,2
2532,18000000,Drama,16.418639000000002,Columbia Pictures,1994-12-21,0,115.0,Little Women,7.0,215,2
2533,17000000,Drama,43.675191,Hammer Film Productions,2012-02-01,127730736,95.0,The Woman in Black,6.1,1206,3
2534,15000000,Horror,4.688212,Davis Entertainment,2006-02-03,66966987,87.0,When a Stranger Calls,5.4,268,2
2535,15000000,Comedy,9.125594,Universal Pictures,2002-02-08,52970014,88.0,Big Fat Liar,5.6,197,2
2536,15000000,Drama,19.786392000000003,Universal Pictures,1978-12-08,50000000,183.0,The Deer Hunter,7.8,921,2
2537,15000000,Comedy,13.581966,New Line Cinema,1997-12-25,64256513,97.0,Wag the Dog,6.7,270,2
2538,17000000,Family,11.927667,Walt Disney Pictures,2003-04-25,55534455,94.0,The Lizzie McGuire Movie,5.7,280,2
2539,35000000,Thriller,30.556134999999998,Front Street Productions,2013-02-21,42930462,112.0,Snitch,5.8,1138,2
2540,15000000,Horror,31.565116999999997,Universal Pictures,2015-11-26,61548707,98.0,Krampus,5.9,584,3
2541,15000000,Horror,21.535126,Dimension Films,1998-12-25,40283321,104.0,The Faculty,6.2,492,3
2542,0,Drama,7.921311,Touchstone Pictures,1993-06-09,0,118.0,What's Love Got to Do with It,6.9,72,2
2543,15000000,Action,19.284129,Miramax Films,1997-08-15,44862187,104.0,Cop Land,6.6,382,3
2544,16000000,Comedy,23.423082,Original Film,2001-12-07,66468332,89.0,Not Another Teen Movie,5.5,431,1
2545,7000000,Crime,49.517264000000004,Emmett/Furla Films,2012-09-20,48126384,109.0,End of Watch,7.2,1170,3
2546,15000000,Crime,11.375032000000001,Universal Pictures,2000-03-31,35007180,106.0,The Skulls,5.8,156,3
2547,15000000,Drama,61.182331000000005,Working Title Films,2014-11-26,123726688,123.0,The Theory of Everything,7.8,3311,2
2548,0,Comedy,7.314796,Karz Entertainment,2003-04-10,0,86.0,Malibu's Most Wanted,4.7,77,2
2549,15000000,Comedy,6.8579229999999995,Twentieth Century Fox Film Corporation,2000-04-27,33771174,120.0,Where the Heart Is,6.9,155,3
2550,15000000,Adventure,41.286336,Horizon Pictures (II),1962-12-10,69995385,216.0,Lawrence of Arabia,7.8,851,4
2551,15000000,Horror,12.929525,Dimension Films,2009-08-28,39421467,105.0,Halloween II,5.1,267,1
2552,15000000,Drama,42.952942,Fox Searchlight Pictures,2014-12-05,52501541,115.0,Wild,7.0,951,1
2553,15000000,Crime,19.760382999999997,Rogue Pictures,2009-03-13,32721635,110.0,The Last House on the Left,6.2,440,4
2554,15000000,Comedy,10.194097,26 Films,2005-02-04,47175038,88.0,The Wedding Date,6.2,230,2
2555,13000000,Horror,11.045592999999998,Dimension Films,2002-07-01,37664855,94.0,Halloween: Resurrection,4.5,228,2
2556,16000000,Adventure,44.533612,Act III Communications,1987-09-18,30857814,98.0,The Princess Bride,7.6,1486,5
2557,15000000,Drama,10.84158,The Weinstein Company,2007-12-27,30226144,126.0,The Great Debaters,6.9,151,1
2558,15000000,Drama,49.294864000000004,Bold Films,2011-08-06,78054825,100.0,Drive,7.4,3725,4
2559,15000000,Comedy,7.424798,Walt Disney Pictures,2004-02-17,29331068,89.0,Confessions of a Teenage Drama Queen,5.1,221,1
2560,15000000,Comedy,5.164281,Twentieth Century Fox Film Corporation,1998-04-17,46905889,111.0,The Object of My Affection,5.6,72,3
2561,15000000,Horror,34.759855,DNA Films,2007-04-26,64238440,100.0,28 Weeks Later,6.5,1197,3
2562,15000000,Drama,7.297757000000001,Mandalay Pictures,2014-08-22,30127963,115.0,When the Game Stands Tall,6.3,130,1
2563,14000000,Comedy,3.334804,Twentieth Century Fox Film Corporation,2005-02-18,32645546,106.0,Because of Winn-Dixie,6.1,61,3
2564,20000000,Action,2.027393,40 Acres & A Mule Filmworks,2000-04-21,27728118,124.0,Love & Basketball,7.4,88,4
2565,0,Action,13.817269,Caravan Pictures,1997-04-11,28084357,107.0,Grosse Pointe Blank,6.9,275,4
2566,15000000,Comedy,13.237835,Dune Entertainment,2009-09-04,40105542,99.0,All About Steve,4.7,295,1
2567,0,Mystery,3.890223,Artisan Entertainment,2000-10-27,0,90.0,Book of Shadows: Blair Witch 2,4.3,212,3
2568,15000000,Drama,19.517239,Columbia Pictures,1996-05-03,24769466,101.0,The Craft,6.3,380,4
2569,15000000,Drama,30.669913,DreamWorks,2005-10-26,85306374,124.0,Match Point,7.3,1105,4
2570,0,Comedy,9.681147,Dune Entertainment,2010-07-23,0,103.0,Ramona and Beezus,6.1,245,2
2571,11500000,Drama,15.355589000000002,Columbia Pictures,1993-11-05,23237911,134.0,The Remains of the Day,7.5,202,2
2572,15000000,Drama,19.85579,New Line Cinema,1997-09-11,43101594,155.0,Boogie Nights,7.5,796,1
2573,0,Action,11.689337,Columbia Pictures,1993-01-15,0,94.0,Nowhere to Run,5.5,119,4
2574,15000000,Drama,3.043589,Twentieth Century Fox Film Corporation,2006-10-20,21000000,95.0,Flicka,6.1,52,1
2575,15000000,Horror,17.141376,Dune Entertainment,2007-03-22,0,89.0,The Hills Have Eyes 2,5.2,351,2
2576,14000000,Horror,8.885017,Original Film,2000-09-19,38574362,97.0,Urban Legends: Final Cut,4.4,100,1
2577,0,Fantasy,4.115398,Walt Disney Pictures,2002-10-11,0,90.0,Tuck Everlasting,6.4,128,5
2578,20000000,Action,7.679336,Twentieth Century Fox Film Corporation,2006-10-13,22165608,92.0,The Marine,5.0,163,4
2579,15000000,Action,18.268009,New Line Cinema,2016-04-21,20566327,94.0,Keanu,6.0,421,2
2580,15000000,Drama,7.809701,Maguire Entertainment,2010-12-22,20529194,117.0,Country Strong,5.9,80,2
2581,15000000,Mystery,9.378688,Village Roadshow Pictures,1998-07-24,17507368,84.0,Disturbing Behavior,5.5,104,3
2582,15000000,Drama,35.395129,Sidney Kimmel Entertainment,2013-03-20,35485608,140.0,The Place Beyond the Pines,6.8,1653,2
2583,15000000,Crime,45.317278,Irish Dreamtime,2014-08-27,32556119,108.0,The November Man,6.0,639,3
2584,15000000,Drama,4.302941000000001,Destination Films,1999-09-04,0,109.0,Eye of the Beholder,5.3,42,3
2585,15000000,Drama,47.006161999999996,Summit Entertainment,2008-10-10,42000000,131.0,The Hurt Locker,7.2,1840,3
2586,15000000,Fantasy,11.379652,Universal Pictures,1984-05-11,17080167,114.0,Firestarter,5.9,173,5
2587,15000000,Crime,24.612603,Plan B Entertainment,2012-09-20,37930465,97.0,Killing Them Softly,5.8,742,2
2588,15000000,Thriller,26.708192999999998,Senator Film Produktion,2014-07-25,31554855,121.0,A Most Wanted Man,6.5,541,1
2589,0,Comedy,8.710294000000001,Regency Enterprises,2001-04-18,0,87.0,Freddy Got Fingered,4.6,115,1
2590,0,Adventure,1.8001189999999998,Starz Animation,2008-01-11,0,85.0,VeggieTales: The Pirates Who Don't Do Anything,5.9,25,5
2591,15000000,Music,0.33519499999999997,National Geographic Entertainment,2007-05-19,22730842,85.0,U2 3D,6.7,10,2
2592,25000000,Action,11.782725,Davis-Panzer Productions,2000-09-01,15843608,87.0,Highlander: Endgame,4.4,104,3
2593,0,Crime,2.711955,Atlas Entertainment,2006-08-25,0,121.0,Idlewild,5.1,17,3
2594,15000000,Drama,16.629173,Film 4,2011-03-02,59389433,107.0,One Day,7.0,978,2
2595,15000000,Drama,20.05902,Dune Entertainment,2009-09-13,16633035,111.0,Whip It,6.7,357,1
2596,15000000,Crime,8.113634,Lawrence Bender Productions,2001-09-07,12000000,92.0,Knockaround Guys,5.9,97,2
2597,0,Action,9.874189999999999,Cinerenta Medienbeteiligungs KG,2003-04-25,0,97.0,Confidence,6.4,126,4
2598,0,Fantasy,2.857936,October Films,1999-08-27,0,97.0,The Muse,5.3,31,2
2599,20000000,Drama,3.138118,Metro-Goldwyn-Mayer (MGM),2004-07-02,0,125.0,De-Lovely,6.3,32,2
2600,15000000,Comedy,6.684096,Touchstone Pictures,1989-03-10,0,124.0,New York Stories,6.2,64,3
2601,0,Family,0.722911,PolyGram Filmed Entertainment,1998-01-01,0,76.0,Barney's Great Adventure,2.9,8,1
2602,15000000,Action,17.672021,Arcade Pictures,2012-11-02,15608545,96.0,The Man with the Iron Fists,5.2,358,1
2603,15000000,Drama,3.033471,Warner Bros.,1998-11-25,10443316,93.0,Home Fries,4.8,32,3
2604,0,Romance,3.313257,Fox 2000 Pictures,2000-03-23,0,96.0,Here On Earth,5.4,48,1
2605,15000000,Comedy,41.089863,Embassy International Pictures,1985-02-20,0,132.0,Brazil,7.5,861,2
2606,15000000,Music,10.9071,New Line Cinema,2004-08-10,14867514,103.0,Raise Your Voice,6.0,211,3
2607,15000000,Comedy,49.230089,Gramercy Pictures,1998-03-06,46189568,117.0,The Big Lebowski,7.8,2926,2
2608,15000000,Drama,11.429607,Paramount Classics,2006-12-08,10903846,116.0,Black Snake Moan,6.6,243,1
2609,15000000,Action,6.373316,United Artists,2002-12-14,9237470,118.0,Dark Blue,6.5,85,4
2610,16000000,Drama,9.717392,Plan B Entertainment,2007-01-01,18928871,100.0,A Mighty Heart,6.7,95,2
2611,15000000,Drama,8.074807,Columbia Pictures Corporation,2000-03-31,9902115,94.0,Whatever It Takes,5.0,37,3
2612,20000000,Comedy,7.034752,Motion Picture Corporation of America,2002-10-01,8586376,94.0,Boat Trip,4.7,146,1
2613,0,Comedy,7.250379,Ealing Studios,2002-05-17,0,97.0,The Importance of Being Earnest,6.7,127,4
2614,0,Comedy,0.116873,,1998-02-01,0,98.0,The Love Letter,4.7,3,4
2615,0,Drama,7.712206,The Kennedy/Marshall Company,2006-05-05,0,91.0,Hoot,5.5,44,2
2616,15000000,Comedy,25.329493,Blueprint Pictures,2008-02-08,34533783,107.0,In Bruges,7.4,1388,3
2617,15,Comedy,5.1128089999999995,34th Street Films,2013-05-09,0,95.0,Peeples,5.6,26,1
2618,15000000,Comedy,13.832376000000002,Fox Atomic,2008-08-20,8762890,102.0,The Rocker,5.6,156,2
2619,15000000,Comedy,7.4460690000000005,Dune Entertainment,2009-08-21,6405245,89.0,Post Grad,5.0,100,1
2620,15000000,Drama,13.568302,Participant Media,2012-09-23,8138788,106.0,Promised Land,6.0,243,1
2621,15000000,Comedy,21.857387,Sony Pictures Classics,2009-06-19,35097815,92.0,Whatever Works,6.8,350,2
2622,15000000,Thriller,0.249245,Morgan Creek Productions,2000-07-19,5217498,105.0,The In Crowd,4.7,15,1
2623,15000000,Adventure,12.163832000000001,The Javelina Film Company,2005-11-17,12036149,121.0,The Three Burials of Melquiades Estrada,7.0,177,5
2624,0,Comedy,8.962245,Columbia Pictures,1999-09-16,0,120.0,Jakob the Liar,6.0,90,3
2625,15000000,Action,32.690038,Silver Pictures,2005-09-05,15785148,103.0,Kiss Kiss Bang Bang,7.2,886,4
2626,25000000,Thriller,8.583217,Columbia Pictures Corporation,1999-04-30,4152230,92.0,Idle Hands,6.1,182,3
2627,15000000,Thriller,31.60985,Asymmetrical Productions,2001-05-16,20117339,147.0,Mulholland Drive,7.6,1477,3
2628,0,Drama,12.295216,Lakeshore Entertainment,2007-01-26,0,98.0,Blood and Chocolate,5.4,87,4
2629,22000000,Comedy,12.4654,Antena 3 Films,2010-05-23,0,98.0,You Will Meet a Tall Dark Stranger,5.8,251,3
2630,15000000,Drama,30.983396999999997,Fox Searchlight Pictures,2010-09-15,9455232,104.0,Never Let Me Go,6.8,737,3
2631,0,Drama,1.485324,,2007-08-05,0,276.0,The Company,7.0,12,1
2632,15000000,Thriller,11.428903,Lietuvos Kinostudija,2008-01-18,5926410,111.0,Transsiberian,6.5,195,3
2633,15000000,Adventure,5.484679,The Guber-Peters Company,1986-01-17,0,98.0,The Clan of the Cave Bear,4.8,27,2
2634,0,Comedy,5.770246,Columbia Pictures,1999-10-22,0,111.0,Crazy in Alabama,6.5,12,2
2635,15000000,Horror,15.175289000000001,Celluloid Dreams,2007-10-20,7938872,112.0,Funny Games,6.3,545,3
2636,0,Drama,2.414721,Young Medium,2015-09-11,0,100.0,Listening,5.5,31,3
2637,0,Drama,0.470645,Alliance Atlantis Communications,1999-11-24,0,116.0,Felicia's Journey,6.6,23,1
2638,92620000,Drama,32.351527000000004,Paramount Pictures,1927-01-10,650422,153.0,Metropolis,8.0,657,2
2639,12000000,Action,17.493735,Canal Plus,2004-11-09,9584131,84.0,District B13,6.5,565,3
2640,8000000,Drama,6.932221000000001,Miramax Films,1995-12-01,529766,116.0,Things to Do in Denver When You're Dead,6.7,85,2
2641,15000000,Action,8.142166,Media Asia Films,2015-08-27,632542,105.0,The Assassin,6.6,157,3
2642,15000000,Drama,6.329672,Grosvenor Park Films LLP,2001-09-08,0,98.0,Buffalo Soldiers,6.5,93,5
2643,0,Thriller,7.744166000000001,Ren Film,2003-06-25,0,105.0,The Return,7.4,100,3
2644,8500000,Adventure,9.029489,Iyara Films,2008-12-04,8936663,98.0,Ong Bak 2,6.0,152,3
2645,12000000,Adventure,22.708647,Path\u00e9 Pictures International,2010-02-15,6814789,97.0,Centurion,5.9,386,3
2646,15000000,Drama,2.609057,Newmarket Capital Group,1996-06-26,76382,93.0,Silent Trigger,5.0,22,3
2647,15000000,Mystery,19.913960999999997,Lions Gate Films,2008-08-07,3533227,98.0,The Midnight Meat Train,6.0,290,5
2648,15000000,Drama,1.897761,,2011-09-16,0,107.0,Winnie Mandela,5.2,5,1
2649,15000000,Drama,7.701186,Millennium Films,2011-11-04,0,90.0,The Son of No One,4.8,92,3
2650,15000000,Action,1.833058,,2001-10-14,23000,99.0,All The Queen's Men,6.1,7,4
2651,15000000,Comedy,12.185203999999999,Destination Films,2007-01-25,20380,93.0,The Good Night,5.7,41,5
2652,0,Drama,2.500218,Lunar Films,2008-07-04,0,141.0,Bathory: Countess of Blood,5.6,31,2
2653,20000000,Animation,6.459787,Triggerfish Animation,2013-07-18,27187375,85.0,Khumba,5.8,72,3
2654,7000000,Thriller,49.808505,Green Moon Productions,2014-10-09,0,110.0,Automata,5.6,670,2
2655,0,Action,4.901936,Skyline Films,2005-01-01,0,105.0,Dungeons & Dragons: Wrath of the Dragon God,4.8,36,3
2656,15000000,Drama,0.738646,Taodue Film,2015-12-03,0,,Chiamatemi Francesco - Il Papa della gente,7.3,12,1
2657,15000000,Drama,5.294319000000001,JCE Movies,2009-03-22,0,119.0,Shinjuku Incident,6.7,65,4
2658,0,Drama,0.16536700000000001,Arts Council of England,2001-06-29,0,124.0,Pandaemonium,4.5,2,2
2659,14600000,Romance,52.744331,Columbia Pictures,1993-02-11,70906973,101.0,Groundhog Day,7.4,2301,4
2660,14800000,Comedy,29.660992999999998,Warner Bros.,2015-07-01,122513057,115.0,Magic Mike XXL,6.3,706,3
2661,14500000,Drama,41.493041999999996,Bazmark Films,1996-10-31,147298761,120.0,Romeo + Juliet,6.7,1374,2
2662,10000000,Drama,10.072199000000001,France 2 Cin\u00e9ma,2010-09-16,17511906,111.0,Sarah's Key,7.2,196,2
2663,14500000,Drama,4.3893629999999995,Production One,2014-08-21,0,98.0,Freedom,5.8,9,1
2664,14000000,Western,37.380435,Malpaso Productions,1992-08-07,159157447,131.0,Unforgiven,7.7,1113,1
2665,14200000,Drama,7.05145,Zentropa Entertainments,2005-05-16,674918,139.0,Manderlay,6.9,78,1
2666,15000000,Drama,59.25896899999999,Fox Searchlight Pictures,2008-05-12,377910544,120.0,Slumdog Millionaire,7.6,2827,2
2667,14000000,Drama,16.742972,Paramount Pictures,1987-09-11,320145693,119.0,Fatal Attraction,6.6,291,3
2668,14000000,Romance,45.473484,Touchstone Pictures,1990-03-23,463000000,119.0,Pretty Woman,7.0,1746,2
2669,0,Adventure,15.474831,Paramount Pictures,1988-05-19,239606210,110.0,Crocodile Dundee II,5.5,303,2
2670,0,Thriller,4.289676,Reliance Entertainment,2015-03-15,0,101.0,Broken Horses,5.0,10,4
2671,14000000,Drama,25.949277,Universal Pictures,1989-12-20,161001698,145.0,Born on the Fourth of July,6.7,395,2
2672,14000000,Comedy,22.409117000000002,Walt Disney,1993-09-30,154864401,98.0,Cool Runnings,6.8,491,1
2673,15000000,Mystery,13.706357,Lionsgate,2009-01-16,100734718,101.0,My Bloody Valentine,5.3,299,2
2674,13000000,Drama,6.92205,Rainforest Films,2007-05-16,75511123,114.0,Stomp the Yard,6.1,88,2
2675,14000000,Adventure,27.173470000000002,United Artists,1977-07-07,185438673,125.0,The Spy Who Loved Me,6.6,507,3
2676,14000000,Horror,12.159009,Original Film,1998-09-25,72527595,99.0,Urban Legend,5.6,290,2
2677,0,Comedy,4.448494,,2012-02-23,0,111.0,Good Deeds,6.2,45,3
2678,14000000,Action,13.13724,Walt Disney Pictures,1991-01-18,34793160,107.0,White Fang,6.5,135,4
2679,0,Comedy,4.04701,SNL Studios,1999-10-08,0,81.0,Superstar,5.1,83,2
2680,13000000,History,23.3784,UK Film Council,2011-12-30,114956699,105.0,The Iron Lady,6.2,527,2
2681,0,Action,1.446172,Big Idea Productions,2002-10-04,0,82.0,Jonah: A VeggieTales Movie,6.4,22,7
2682,14000000,Drama,3.650857,Columbia Pictures,1993-07-23,27515786,109.0,Poetic Justice,6.9,47,2
2683,14000000,Action,5.102258,New Line Cinema,2002-03-08,25482931,95.0,All About the Benjamins,5.8,48,3
2684,14000000,Comedy,6.772614999999999,Paramount Pictures,1995-10-27,19800000,100.0,Vampire in Brooklyn,4.5,111,3
2685,14000000,Horror,11.543363000000001,Warner Bros.,1977-06-17,30749142,118.0,Exorcist II: The Heretic,4.5,133,3
2686,0,Horror,7.436315,Media Pro Pictures,2005-05-05,0,83.0,An American Haunting,5.3,142,2
2687,14000000,Comedy,14.813614000000001,Dimension Films,2003-08-21,0,83.0,My Boss's Daughter,4.4,180,2
2688,14000000,Thriller,20.792603,Davis Entertainment,2009-06-08,22852638,98.0,A Perfect Getaway,6.2,351,3
2689,14000000,Comedy,6.733485000000001,Fox Searchlight Pictures,2010-03-12,21409028,103.0,Our Family Wedding,5.7,39,1
2690,0,Comedy,7.708227000000001,Paramount Pictures,1998-08-21,0,96.0,Dead Man on Campus,5.6,49,1
2691,12000000,Comedy,2.2386459999999997,Medusa Produzione,1999-03-25,21001563,117.0,Tea with Mussolini,5.8,32,3
2692,0,Horror,7.866961,Paramount Pictures,1996-10-25,0,92.0,Thinner,5.5,124,2
2693,0,Drama,3.876242,United Artists,1977-06-21,0,155.0,"New York, New York",6.1,67,3
2694,0,Comedy,1.89218,Universal Pictures,1994-05-13,0,115.0,Crooklyn,6.7,31,2
2695,11000000,Comedy,4.536745,Fox Searchlight Pictures,2007-03-16,13196245,90.0,I Think I Love My Wife,5.0,55,2
2696,11000000,Horror,11.220642999999999,New Line Cinema,2001-07-24,16951798,91.0,Jason X,4.5,291,2
2697,0,History,11.706309,The Weinstein Company,2006-09-05,0,120.0,Bobby,6.4,119,2
2698,14000000,Comedy,4.66723,Universal Studios,2001-02-02,10424470,86.0,Head Over Heels,5.3,73,2
2699,14000000,Comedy,7.487842999999999,Paramount Pictures,2012-10-25,11417362,87.0,Fun Size,5.5,134,1
2700,14000000,Drama,13.65494,France 3 Cin\u00e9ma,2007-05-22,19777647,112.0,The Diving Bell and the Butterfly,7.4,283,1
2701,26000000,Romance,11.942862,New Line Cinema,2006-10-06,14821658,136.0,Little Children,6.9,240,2
2702,14000000,Drama,5.833687,Village Roadshow Pictures,2000-04-21,5108820,90.0,Gossip,5.5,68,3
2703,14000000,Drama,6.370267,Miramax Films,1999-01-29,0,107.0,A Walk on the Moon,6.2,21,2
2704,0,Action,4.052219,Mirage Enterprises,2006-10-27,4291965,101.0,Catch a Fire,6.4,25,3
2705,0,Horror,3.231848,,2001-09-06,0,84.0,Soul Survivors,4.4,49,3
2706,14000000,Drama,0.900442,Merchant Ivory Productions,1995-03-31,2474000,139.0,Jefferson in Paris,5.2,10,2
2707,0,Comedy,8.387573,BBC Films,2008-01-01,0,93.0,Easy Virtue,6.3,108,2
2708,0,Action,0.633004,Universal Pictures,1978-11-02,0,127.0,Caravans,5.8,1,4
2709,0,History,9.242554,Film4,2014-10-31,5405500,150.0,Mr. Turner,6.3,204,2
2710,0,Drama,1.866443,France 2 Cin\u00e9ma,2009-05-20,0,104.0,Wild Grass,5.8,22,2
2711,0,Drama,5.9305330000000005,Renn Productions,2002-02-13,0,132.0,Amen.,7.1,75,2
2712,12000000,History,4.930129,Lion Rock Productions,2010-09-01,0,117.0,Reign of Assassins,6.7,57,2
2713,0,Comedy,8.747922,,2008-09-26,0,113.0,The Lucky Ones,6.3,55,3
2714,14000000,Drama,4.8984239999999994,Fox Searchlight Pictures,2011-09-30,46495,149.0,Margaret,6.1,86,1
2715,108,Comedy,7.4105229999999995,Insight Productions,2009-10-27,0,90.0,Stan Helsing,4.0,97,2
2716,14000000,Romance,24.210698,Reiner / Greisman Productions,2010-08-06,1755212,89.0,Flipped,7.4,418,2
2717,14000000,Drama,44.135568,River Road Entertainment,2005-09-02,178043761,134.0,Brokeback Mountain,7.5,1480,2
2718,12000000,Comedy,16.051328,Paramount Pictures,1995-07-19,0,97.0,Clueless,6.9,803,3
2719,13500000,Drama,9.982885000000001,Clear Blue Sky Productions,2002-09-01,29027914,107.0,Far from Heaven,6.9,144,2
2720,14000000,Comedy,16.618873999999998,Paramount Pictures,2015-02-20,12314651,93.0,Hot Tub Time Machine 2,5.0,354,1
2721,13500000,Drama,7.261196000000001,Fox Searchlight Pictures,2000-11-22,7060876,124.0,Quills,6.8,128,1
2722,15000000,Comedy,32.306455,Blueprint Pictures,2012-09-07,19422261,110.0,Seven Psychopaths,6.7,1206,2
2723,0,Drama,4.722403,Franchise Pictures,2001-01-19,0,105.0,The Caveman's Valentine,6.0,27,3
2724,18339750,Drama,32.445895,Degeto Film,2004-09-08,92180910,156.0,Downfall,7.7,1037,3
2725,12806000,Drama,17.363739000000002,Canal Plus,2004-09-03,38535221,125.0,The Sea Inside,7.2,219,1
2726,13300000,Thriller,29.782161,Scottish Screen,2014-03-14,5380251,108.0,Under the Skin,6.0,1102,3
2727,13000000,Comedy,18.362333,Silver Screen Partners III,1987-12-23,123922370,121.0,"Good Morning, Vietnam",7.1,642,3
2728,13400000,Action,0.6807529999999999,,2010-12-29,16700000,100.0,The Last Godfather,4.7,7,3
2729,13000000,Documentary,6.735922,Insurge Pictures,2011-02-11,98441954,105.0,Justin Bieber: Never Say Never,4.8,154,3
2730,13000000,Drama,91.28568299999999,Fox Searchlight Pictures,2010-12-02,327803731,108.0,Black Swan,7.3,4430,2
2731,13000000,Drama,105.79293600000001,Paramount Pictures,1974-12-20,47542841,200.0,The Godfather: Part II,8.3,3338,2
2732,13000000,Drama,9.969624000000001,MTV Films,2001-01-12,91038276,112.0,Save the Last Dance,6.3,352,4
2733,7000000,Horror,17.113408,New Line Cinema,1988-08-19,72500000,99.0,A Nightmare on Elm Street 4: The Dream Master,5.8,281,2
2734,16000000,Drama,10.248439,TriStar Pictures,2016-03-17,77000000,117.0,Miracles from Heaven,6.7,186,1
2735,13000000,Comedy,25.316146,Twentieth Century Fox Film Corporation,2000-12-15,73180723,83.0,"Dude, Where’s My Car?",5.2,509,1
2736,13000000,Crime,9.499325,Twentieth Century Fox Film Corporation,1988-08-12,44726644,107.0,Young Guns,6.6,258,5
2737,13000000,Comedy,43.791745,The Weinstein Company,2014-10-09,54837234,102.0,St. Vincent,7.1,763,1
2738,12500000,Comedy,11.828068,"Screen Gems, Inc.",2014-02-14,49002684,100.0,About Last Night,6.0,210,2
2739,16000000,Comedy,54.550275,Mad Chance,1999-03-30,53478166,97.0,10 Things I Hate About You,7.3,1701,3
2740,13000000,Comedy,13.525704000000001,Revolution Studios,2002-05-10,0,88.0,The New Guy,5.7,151,2
2741,0,Comedy,12.963328,New Line Cinema,1993-02-04,0,84.0,National Lampoon's Loaded Weapon 1,5.7,157,1
2742,17000000,Horror,60.829620999999996,Columbia Pictures,2016-06-24,119100758,86.0,The Shallows,6.2,1567,3
2743,13000000,Science Fiction,73.307513,New Line Cinema,2004-01-22,96060858,113.0,The Butterfly Effect,7.3,2060,2
2744,0,Comedy,7.964289,Paramount Pictures,2000-02-11,0,89.0,Snow Day,4.8,51,2
2745,13000000,Comedy,2.388918,Screen Gems,2007-11-27,0,117.0,This Christmas,7.1,29,2
2746,12000000,Science Fiction,4.580081,TriStar Pictures,1999-03-12,36450736,97.0,Baby Geniuses,3.3,75,3
2747,13000000,Action,6.425528,TriStar Pictures,1998-04-24,27007143,91.0,The Big Hit,6.1,109,4
2748,12000000,Comedy,4.63093,Paramount Pictures,1996-07-10,0,100.0,Harriet the Spy,5.7,46,3
2749,13000000,Drama,16.681567,Universal Pictures,1990-11-09,35763605,84.0,Child's Play 2,5.8,308,2
